idlojista,lojista,cluster,mundo,qtd_pedidos_colocados,qtd_itens_colocados,qtd_itens_aprovados,qtd_pedidos_aprovados,valorcolocado,valoraprovado,status_lojista,taxa_aprovacao
36776,BALCOESTK,Setup,Cauda Longa,1,1,1,1,64.1900,64.1900,ativo,1.00000000
36860,Somma Casa,Setup,Cauda Longa,1,1,1,1,75.6700,75.6700,ativo,1.00000000
37536,NEWRACING,Setup,Cauda Longa,4,5,4,3,373.3200,261.7600,ativo,0.70116790
37903,Loja Alabama,Setup,Cauda Longa,20,23,14,13,2995.8200,1629.9200,ativo,0.54406473
39273,REVOLUTIONS NET,Setup,Cauda Longa,12,17,15,10,2406.2200,1840.9200,ativo,0.76506720
10205,RM Adesivos,A,Cauda Longa,13,13,9,9,596.9300,405.3600,ativo,0.67907460
14806,Ludy Livros,A,Cauda Longa,32,32,26,26,2293.2000,1907.9000,ativo,0.83198151
17769,Construinox,A,Cauda Longa,4,4,3,3,2565.4600,1934.9300,ativo,0.75422341
20013,SuperAudio,A,Cauda Longa,2,2,2,2,253.4400,253.4400,ativo,1.00000000
26060,Beleza Já,A,Cauda Longa,2,2,2,2,235.7400,235.7400,ativo,1.00000000
32915,Plenitude comércio,A,Cauda Longa,5,6,5,4,673.4300,553.7400,ativo,0.82226809
33361,Econômico variedades,A,Cauda Longa,6,6,4,4,549.8900,405.5200,ativo,0.73745658
33434,LOJA É DE CASA,A,Cauda Longa,5,5,3,3,452.2600,270.4200,ativo,0.59793039
34615,compra.com,AA,Cauda Longa,28,28,16,16,68814.9900,44593.5900,ativo,0.64802146
35957,Moove Games,A,Setup,13,14,10,9,2217.5900,1485.6400,ativo,0.66993448
36798,Inigual Decor,Setup,Cauda Longa,3,3,1,1,669.9400,153.2800,ativo,0.22879661
36864,TUDO VET,Setup,Cauda Longa,4,5,1,1,1431.3000,80.0800,ativo,0.05594914
37458,MOSCANET FERRAGENS,Setup,Cauda Longa,8,8,5,5,2867.8000,1914.5000,ativo,0.66758491
39431,CIA SUPLEMENTOS,Setup,Cauda Longa,14,23,17,12,3085.1700,2324.6700,ativo,0.75349819
41086,MINEIRAO SHOP CAR,Setup,Cauda Longa,2,8,4,1,170.2000,90.0000,ativo,0.52878966
14272,Me Creative,A,Cauda Longa,4,4,3,3,291.5000,191.2000,ativo,0.65591767
21490,RUTH FRALDAS,A,Cauda Longa,28,32,19,15,3525.6000,2373.7400,ativo,0.67328682
23156,SELFCAR,A,Cauda Longa,4,5,3,2,1204.6600,555.3300,ativo,0.46098484
24100,BONITAS NA WEB,A,Cauda Longa,4,4,3,3,636.9000,459.9000,ativo,0.72209138
31875,EMPIRE TECH STORE,A,Cauda Longa,25,30,23,18,3415.6000,2026.9100,ativo,0.59342722
34109,IT FOR YOU,A,Cauda Longa,16,16,6,6,9356.0000,3619.1000,ativo,0.38682129
34203,KOPECK,A,Cauda Longa,48,61,42,33,5403.4200,3796.5300,ativo,0.70261612
34908,Kits e Kits presentes,Setup,Cauda Longa,6,6,4,4,1002.7300,653.6500,ativo,0.65187039
34920,One click Shop,A,Setup,8,9,5,4,977.5900,422.2100,ativo,0.43188862
35542,SEBO CAPRICHO 2,A,Setup,4,4,4,4,215.9900,215.9900,ativo,1.00000000
35599,Importapravoce,Setup,Setup,6,6,6,6,1540.6000,1540.6000,ativo,1.00000000
36446,PEGASUS,Setup,Cauda Longa,5,5,4,4,592.0000,508.9700,ativo,0.85974662
37110,Paraiso Bike Shop,Setup,Cauda Longa,19,19,14,14,17174.8100,12764.8600,ativo,0.74323151
39172,COMERCIAL MAXX,Setup,Cauda Longa,5,10,10,5,1012.8700,1012.8700,ativo,1.00000000
41140,DECORADEIRA,Setup,Cauda Longa,2,2,2,2,2522.1400,2522.1400,ativo,1.00000000
42010,CELULAR 10,Setup,Cauda Longa,3,3,2,2,379.0900,296.0600,ativo,0.78097549
11227,Zona Criativa,A,Cauda Longa,32,38,33,27,3477.5400,2947.1600,ativo,0.84748414
13952,SENTAKI,A,Móveis,23,33,22,13,7423.0300,4630.0200,ativo,0.62373721
14705,Loja Oficial One For All,A,Cauda Longa,2,2,2,2,128.7000,128.7000,ativo,1.00000000
15005,SHOPCAMA,A,Cauda Longa,11,13,9,8,2789.4000,1903.3000,ativo,0.68233312
19198,Eletro oferta,AA,Tecnologia,49,55,43,39,26123.7000,20210.3700,ativo,0.77364118
19547,Painel RBL,A,Móveis,632,652,442,430,196024.8100,135673.1300,ativo,0.69212224
21190,MARKET PLACER,A,Cauda Longa,1,3,3,1,388.2000,388.2000,ativo,1.00000000
21999,Miyata Music,A,Cauda Longa,38,38,30,30,13944.8000,11916.3000,ativo,0.85453359
23949,Fornecedor Mundial,Setup,Setup,12,14,9,7,756.7500,532.9900,ativo,0.70431450
29356,IFRAGRANCIA,A,Cauda Longa,9,9,8,8,1482.8200,1028.8200,ativo,0.69382663
30787,GLOBAL TUNING,A,Tecnologia,1,1,1,1,193.6600,193.6600,ativo,1.00000000
31343,ESTAÇÃO DO ESPORTE,A,Cauda Longa,7,8,5,4,1480.7100,918.0100,ativo,0.61997960
32485,Manufakt Store,A,Cauda Longa,16,17,16,15,6404.8400,5316.0100,ativo,0.82999888
34052,SHUMINOIE,Setup,Setup,18,22,16,14,3416.2600,2974.4000,ativo,0.87065973
35492,RAFFAI COUROS,Setup,Setup,2,2,2,2,218.0600,218.0600,ativo,1.00000000
35641,BAROBARO,A,Setup,172,214,156,125,15046.1300,10860.0300,ativo,0.72178228
36145,Tuberias,Setup,Cauda Longa,6,6,6,6,1841.3100,1841.3100,ativo,1.00000000
36179,VENT NEW VENTILADORES,Setup,Cauda Longa,1,1,1,1,287.6400,287.6400,ativo,1.00000000
36275,ELETROLAR,Setup,Cauda Longa,2,2,1,1,783.9900,492.0700,ativo,0.62764831
36552,Litoral Fit,Setup,Cauda Longa,1,1,0,0,59.8000,0.0000,ativo,0E-8
36680,Lilies Moveis,Setup,Cauda Longa,100,101,64,63,44323.1500,28972.3300,ativo,0.65366135
36814,Dona Laura Utilidades Domesticas,Setup,Cauda Longa,27,28,20,19,3860.5400,2199.2500,ativo,0.56967419
36834,Personal Shop,Setup,Cauda Longa,1,1,1,1,1638.2000,1638.2000,ativo,1.00000000
37302,ACALANTO VIRTUAL,Setup,Cauda Longa,2,2,1,1,252.6000,112.9000,ativo,0.44695170
37647,GABY MUNDO INFANTIL,Setup,Cauda Longa,5,5,3,3,1171.4800,693.9800,ativo,0.59239594
10431,Ideal Ferramentas,A,Cauda Longa,1,1,1,1,70.9900,70.9900,ativo,1.00000000
13606,IDM SHOP,AAA,Cauda Longa,83,100,78,67,127837.8900,98159.0100,ativo,0.76783972
16886,RR Suprimentos,A,Tecnologia,8,10,10,8,1584.0700,1584.0700,ativo,1.00000000
16898,Brutal Massa,A,Cauda Longa,13,15,12,11,1802.6900,1560.4900,ativo,0.86564523
19182,Lustres Amandini,A,Cauda Longa,27,37,22,18,4941.8000,3284.1600,ativo,0.66456757
20274,MMplace,AAA,Tecnologia,3279,3510,2493,2311,1387498.1300,860644.9700,ativo,0.62028550
22289,Mall Online,A,Cauda Longa,47,52,41,38,5371.0600,4209.5200,ativo,0.78374101
26724,RevivaviveR,A,Cauda Longa,2,2,2,2,111.8400,111.8400,ativo,1.00000000
33244,Doce Presença,AAA,Cauda Longa,77,84,70,64,7322.7500,5626.7500,ativo,0.76839302
33911,WELFARE,A,Móveis,13,13,10,10,10337.4000,6408.0000,ativo,0.61988508
34108,Loja Kefel,A,Cauda Longa,6,7,2,2,395.6500,108.3900,ativo,0.27395425
35055,MOTO SHOW,A,Cauda Longa,32,35,24,23,4642.0300,3119.1500,ativo,0.67193663
35097,ITATIAIA,AAA,Cauda Longa,334,352,255,241,307004.4400,220667.2900,ativo,0.71877557
35875,Boutique Chandon,Setup,Cauda Longa,2,2,2,2,487.9000,487.9000,ativo,1.00000000
36003,Click Magazine,Setup,Cauda Longa,14,14,10,10,5421.6800,3298.2400,ativo,0.60834280
37022,SOS Lar,Setup,Cauda Longa,14,16,11,9,608.3000,466.9800,ativo,0.76768042
37269,MULTMAXX,Setup,Cauda Longa,238,275,193,171,76230.0600,56527.2000,ativo,0.74153425
37585,FARMACIA SAO LOURENCO,Setup,Cauda Longa,1,4,0,0,94.3600,0.0000,ativo,0E-8
37694,MG ENXOVAIS,Setup,Cauda Longa,3,3,2,2,400.0700,248.2200,ativo,0.62044142
40302,LOJA ESOTERICA LUA NEGRA,Setup,Cauda Longa,2,2,2,2,145.0000,145.0000,ativo,1.00000000
40833,BLACK PARTS,Setup,Cauda Longa,12,12,7,7,1355.7600,834.4600,ativo,0.61549242
46951,OFERTA LU,Setup,Cauda Longa,4,4,4,4,2639.4600,2639.4600,ativo,1.00000000
14694,KIKA MAGAZINE,A,Tecnologia,6,7,2,2,681.5000,212.9300,ativo,0.31244314
14981,BRINDE & LEVE,A,Cauda Longa,9,13,12,8,873.2000,807.6900,ativo,0.92497710
16729,Pititikos,A,Móveis,26,28,20,18,15314.6300,10704.6700,ativo,0.69898326
18333,otica shop,AAA,Cauda Longa,81,81,54,54,45398.7400,29738.9600,ativo,0.65506135
19462,MESAS PARA CHURRASCO,A,Móveis,55,55,39,39,81948.0000,58657.9500,ativo,0.71579477
31018,Vivart Enxovais,A,Setup,104,111,82,75,17064.5100,12913.5700,ativo,0.75675012
31620,Unicpharma,A,Cauda Longa,7,9,8,6,479.8800,438.7700,ativo,0.91433275
32097,Loja Vitrine da Informática,A,Cauda Longa,159,228,174,114,17914.1600,10996.1000,ativo,0.61382169
32322,Mega Store Play,A,Tecnologia,12,13,8,7,7124.0300,4986.5400,ativo,0.69996056
32449,Vidape,A,Tecnologia,25,25,17,17,3812.7000,2694.4000,ativo,0.70669080
32586,NENIS COSMÉTICOS,A,Cauda Longa,2,2,2,2,668.6800,668.6800,ativo,1.00000000
33546,Sanbox,A,Linha Branca,268,274,175,169,245843.4000,154774.7200,ativo,0.62956630
33593,HELP KIDS,A,Cauda Longa,24,25,17,17,3829.3900,1986.7700,ativo,0.51882154
34733,TEC TOY OFICIAL,AAA,Cauda Longa,3,3,2,2,784.7700,450.4600,ativo,0.57400257
35517,YANGZI BRASIL,Setup,Setup,24,112,91,20,1287.6200,1071.9500,ativo,0.83250493
36409,Grand Box,Setup,Cauda Longa,8,11,10,7,1099.0600,932.7700,ativo,0.84869798
10392,Gran Mercato,AAA,Cauda Longa,59,69,37,31,138522.1200,69383.5800,ativo,0.50088448
16624,Espaço Perfumado,A,Cauda Longa,12,12,6,6,1602.6900,798.4400,inativo,0.49818742
17243,Amarela Presentes,A,Cauda Longa,26,40,32,18,4710.9900,3444.4600,ativo,0.73115417
18195,Gastaki,A,Cauda Longa,61,78,65,51,7594.8500,6415.8500,ativo,0.84476323
19937,DUFRIO,AAA,Linha Branca,2502,2685,1858,1744,2919598.3400,1899679.9000,ativo,0.65066481
22417,Fraldas Pamp,A,Cauda Longa,1,2,0,0,79.3800,0.0000,inativo,0E-8
24111,JP CELL,A,Tecnologia,159,173,102,93,39657.7500,23728.7000,ativo,0.59833702
24727,AGROPESC,A,Cauda Longa,24,25,20,19,2566.1800,2214.8300,ativo,0.86308443
27981,EZBAG,A,Setup,6,6,6,6,1321.6400,1321.6400,ativo,1.00000000
31661,Vaidade Store,A,Cauda Longa,17,17,15,15,5690.6300,5120.5400,ativo,0.89981953
33309,MAXIMUS STORE,A,Cauda Longa,1,1,1,1,121.3000,121.3000,ativo,1.00000000
33738,ARMAZÉM CATÓLICO,A,Cauda Longa,28,43,37,25,2681.6500,2325.4300,ativo,0.86716387
33979,ARTE & ESCRITA,A,Cauda Longa,24,55,37,16,2089.7900,1505.7400,ativo,0.72052216
34540,PALÁCIO DO CONSERTO,A,Cauda Longa,18,20,17,15,1706.5000,1443.4300,ativo,0.84584237
34837,INCAR AUTO PECAS,A,Cauda Longa,7,7,5,5,1948.7700,1005.1900,ativo,0.51580741
35277,CHARLOTTE MODA VIP,Setup,Setup,3,3,1,1,699.3600,215.4500,ativo,0.30806738
35392,VARALLE,Setup,Setup,2,3,3,2,672.9100,672.9100,ativo,1.00000000
36189,BRDF Informatica,Setup,Setup,4,4,4,4,1533.2000,1533.2000,ativo,1.00000000
36637,We Happy,Setup,Cauda Longa,4,5,5,4,425.6500,425.6500,ativo,1.00000000
36735,Lavorwash,Setup,Cauda Longa,2,2,2,2,1021.3800,1021.3800,ativo,1.00000000
39138,ALIKO,Setup,Cauda Longa,2,2,1,1,191.8000,95.9000,ativo,0.50000000
39888,HIPER MAQUINAS E FERRAMENTAS,Setup,Cauda Longa,2,2,2,2,1218.7000,1218.7000,ativo,1.00000000
42230,FARMA VIDA,Setup,Cauda Longa,9,23,12,4,652.3500,241.7800,ativo,0.37062926
44730,IDEIA E COSTURA EIRELI,Setup,Cauda Longa,1,1,1,1,61.8000,61.8000,ativo,1.00000000
14415,Maxi Music,A,Cauda Longa,2,2,2,2,610.7400,610.7400,ativo,1.00000000
17444,Livro Postal,A,Cauda Longa,5,6,1,1,768.6800,54.0000,ativo,0.07025030
18971,Agromania,A,Cauda Longa,22,25,20,18,3360.8200,2992.8600,ativo,0.89051481
20422,Outpost,A,Cauda Longa,1,1,0,0,6041.0000,0.0000,ativo,0E-8
25453,Super Pesca,A,Cauda Longa,3,7,7,3,529.6000,529.6000,ativo,1.00000000
32782,MEMORIA DISTRIBUIDORA,A,Cauda Longa,14,19,14,10,2078.6600,1191.6100,ativo,0.57325873
35382,TOPSHOP,AAA,Setup,710,839,613,502,301799.5400,168880.7500,ativo,0.55957922
35489,SANTORINI ELETRO,A,Setup,68,91,74,61,36595.6800,26419.7300,ativo,0.72193576
35601,PREMIERMIX,A,Setup,15,16,7,7,5764.9200,3687.1400,ativo,0.63958216
37591,MOBILAR MOVEIS E ELETRODOMESTICOS,Setup,Cauda Longa,5,5,5,5,2629.9200,2629.9200,ativo,1.00000000
37854,Cartuchos e Toner do Vale,Setup,Cauda Longa,8,9,7,6,1265.0700,925.8700,ativo,0.73187254
38258,Otago Decor,Setup,Cauda Longa,1,2,0,0,162.0000,0.0000,ativo,0E-8
41162,Casa e Móveis,Setup,Cauda Longa,3,3,3,3,3231.0000,3231.0000,ativo,1.00000000
16104,Global Tech,A,Cauda Longa,6,7,4,4,16053.3000,6782.7000,ativo,0.42251126
17258,Silverado,A,Cauda Longa,2,2,2,2,452.3000,452.3000,ativo,1.00000000
17453,VPSOM,A,Cauda Longa,151,176,116,102,66000.2200,36605.1200,ativo,0.55462118
22643,Agille Medicamentos,A,Cauda Longa,4,6,3,1,298.6800,43.0500,ativo,0.14413419
31734,Bumerang,AAA,Cauda Longa,129,131,104,102,26027.4700,18418.3000,ativo,0.70764850
31795,Magazine dos Bichos,A,Cauda Longa,4,8,2,2,901.0200,481.9500,ativo,0.53489379
31959,ADSL Câmeras,AAA,Tecnologia,23,23,13,13,89459.4600,52907.7700,ativo,0.59141616
32948,Radioarte,A,Cauda Longa,12,12,9,9,3188.1000,2774.5000,ativo,0.87026756
33050,Mika Kids,A,Cauda Longa,6,7,3,3,891.4800,409.5100,ativo,0.45935972
33055,Jutec,A,Cauda Longa,1,1,1,1,2031.0000,2031.0000,ativo,1.00000000
33552,Mercadão das Cadeiras,A,Móveis,11,11,9,9,13331.0000,11081.0000,ativo,0.83122046
33560,ALLIGHT ILUMINAÇÃO,A,Cauda Longa,15,30,28,13,5530.9700,4237.5800,ativo,0.76615494
35268,SHOP MARINE,Setup,Cauda Longa,34,58,31,21,23869.0200,12284.7100,ativo,0.51467174
36120,NOVOLAR ELETRO,Setup,Setup,9,9,8,8,783.1800,699.3700,ativo,0.89298756
36144,CharmosaPlus,Setup,Cauda Longa,1,1,1,1,183.0000,183.0000,ativo,1.00000000
36721,Temperos Delivery,Setup,Cauda Longa,3,6,6,3,249.9000,249.9000,ativo,1.00000000
36980,Livraria Entre Rios,Setup,Cauda Longa,1,1,0,0,71.9000,0.0000,ativo,0E-8
36990,Virtual Multi,Setup,Cauda Longa,2,2,1,1,92.9700,33.2200,ativo,0.35731957
37262,WEB TOTAL,Setup,Cauda Longa,2,3,0,0,1188.7000,0.0000,ativo,0E-8
37396,MOVEISE,Setup,Cauda Longa,24,28,21,17,7779.6500,6029.8300,ativo,0.77507728
37684,S3S,Setup,Cauda Longa,2,2,2,2,856.8900,856.8900,ativo,1.00000000
38937,VIVER VIP COMERCIO E SERVICOS,Setup,Cauda Longa,3,3,3,3,229.1500,229.1500,ativo,1.00000000
41800,VISCK,Setup,Cauda Longa,1,1,1,1,54.6300,54.6300,ativo,1.00000000
12153,NEW SONS,A,Cauda Longa,2,2,2,2,168.7000,168.7000,ativo,1.00000000
17200,101db,A,Cauda Longa,10,10,4,4,18349.6700,5372.9100,ativo,0.29280690
17833,AudioCerto,A,Cauda Longa,16,17,9,8,10843.0000,6411.0000,ativo,0.59125703
20760,Magazine Dani,A,Cauda Longa,1,1,0,0,639.7000,0.0000,ativo,0E-8
20910,USELAOS,A,Cauda Longa,76,88,55,44,65144.1700,40704.3100,ativo,0.62483427
26862,Giacomo's,A,Tecnologia,234,242,146,142,178533.0700,85152.7800,ativo,0.47695802
32068,SEC LIFE,A,Cauda Longa,1,6,6,1,28.3800,28.3800,ativo,1.00000000
32909,Meivenda,A,Cauda Longa,71,105,77,52,12511.1700,9090.3900,ativo,0.72658193
33612,Web Salão,A,Cauda Longa,36,80,75,32,7083.2400,6458.7700,ativo,0.91183837
34127,CANECAS PERSONALIZADAS,A,Cauda Longa,28,39,33,23,1870.3100,1535.1700,ativo,0.82081045
34603,La Roche Posay,A,Cauda Longa,51,59,48,40,8996.7300,7686.4200,ativo,0.85435708
34958,Decoarte Moveis e Decoracoes,A,Móveis,13,16,13,10,12385.8500,8300.6400,ativo,0.67017120
36010,HADASSAH,Setup,Setup,5,5,3,3,2259.0000,1260.0000,ativo,0.55776892
36375,VIX CLOCK,Setup,Cauda Longa,9,9,6,6,2805.2000,1950.6700,ativo,0.69537644
36797,Negociun,Setup,Cauda Longa,5,5,2,2,2332.8500,1368.7600,ativo,0.58673297
36948,PET LUNI,Setup,Cauda Longa,1,1,1,1,113.0800,113.0800,ativo,1.00000000
40281,LARA HOME,Setup,Cauda Longa,4,4,3,3,667.5300,496.5000,ativo,0.74378680
10932,Disk Digitais,A,Tecnologia,16,22,20,14,10773.4400,8932.4400,ativo,0.82911679
15766,centermaq,AAA,Linha Branca,835,856,565,550,1742739.8000,992184.2000,ativo,0.56932435
18143,Shop Tend Tudo,AA,Móveis,655,673,416,409,461701.7800,273362.0100,ativo,0.59207485
25417,Requinte lazer,A,Cauda Longa,2,2,2,2,1408.4200,1408.4200,ativo,1.00000000
27746,Casa Fortaleza,A,Cauda Longa,2,2,1,1,1683.2800,841.6400,ativo,0.50000000
30937,Shopping do Bebê,A,Cauda Longa,126,149,113,91,10157.0800,7359.2100,ativo,0.72453993
32051,CS Ferramentas,A,Cauda Longa,19,19,12,12,14067.8100,10215.5200,ativo,0.72616278
33563,Magazine RM,A,Móveis,2,2,1,1,294.4000,147.2000,ativo,0.50000000
33604,Infomulti,A,Tecnologia,4,4,2,2,9871.8000,2019.3500,ativo,0.20455743
36585,MBK STORE,Setup,Cauda Longa,40,43,30,27,10884.1000,8251.0000,ativo,0.75807830
37538,NOVO PET,Setup,Cauda Longa,3,3,2,2,232.1900,129.1600,ativo,0.55626857
40055,EMPORIUM FRATELL,Setup,Cauda Longa,1,1,1,1,134.0000,134.0000,ativo,1.00000000
41706,IMPORT CAPAS LOJA,Setup,Cauda Longa,17,19,17,15,2905.3000,2651.8000,ativo,0.91274567
15208,Vetorscan,A,Tecnologia,2,3,3,2,2758.0000,2758.0000,ativo,1.00000000
17744,Qmaravilha,A,Cauda Longa,1,1,1,1,68.0000,68.0000,ativo,1.00000000
18301,MARTINENSE PNEUS,A,Cauda Longa,132,146,59,55,73414.8600,20984.9200,ativo,0.28584022
19557,BikeR1,AAA,Cauda Longa,456,476,301,289,659906.1000,410464.9000,ativo,0.62200501
20006,M M TOYS,A,Cauda Longa,10,10,10,10,1525.1800,1525.1800,ativo,1.00000000
20635,Fast Filtros,A,Linha Branca,4,4,3,3,1037.7900,720.3000,ativo,0.69407105
21722,FORTY STORE,A,Cauda Longa,11,12,3,3,8330.9600,1726.4600,ativo,0.20723422
22293,Livraria Florence,A,Cauda Longa,112,121,103,95,17755.8000,15736.5200,ativo,0.88627491
23700,Toyzz Brinquedos,A,Cauda Longa,13,13,11,11,1697.5800,1374.2800,ativo,0.80955242
26720,Papel Barato,A,Cauda Longa,8,16,9,5,3241.6100,1826.8500,ativo,0.56356255
31291,Natue,A,Cauda Longa,3,5,0,0,1682.3700,0.0000,ativo,0E-8
33640,AKORDAR COMERCIAL,A,Cauda Longa,1,1,1,1,230.7000,230.7000,ativo,1.00000000
33791,PLANETA AGUA,Setup,Cauda Longa,42,77,44,25,17112.2000,11121.3000,ativo,0.64990475
34407,ARRUMADINHO ENXOVAIS,A,Cauda Longa,90,125,96,70,10040.9600,8169.5600,ativo,0.81362340
35233,CENTER TI,A,Setup,2,2,1,1,469.7800,234.8900,ativo,0.50000000
35614,Monali Cosmeticos,A,Setup,4,4,1,1,188.0200,49.7700,inativo,0.26470588
35948,CM Moveis,Setup,Setup,33,35,18,16,25917.6600,14902.6700,ativo,0.57500060
36220,WOGEL LAR E CONSTRUCAO,Setup,Cauda Longa,1,1,1,1,141.2000,141.2000,ativo,1.00000000
37193,SC ECOMMERCE,Setup,Cauda Longa,22,27,15,15,6147.8000,3312.5000,ativo,0.53881063
37638,Shop Marle,Setup,Cauda Longa,3,3,1,1,632.6900,199.7000,ativo,0.31563641
37881,VNS Games,Setup,Cauda Longa,6,6,3,3,1044.3100,493.0900,ativo,0.47216823
40433,SOLUCOES AUDITIVAS,Setup,Cauda Longa,1,1,1,1,104.0000,104.0000,ativo,1.00000000
41942,WEHOUSE SERVICOS DIGITAIS LTDA.,Setup,Cauda Longa,6,6,5,5,9475.3400,7252.4500,ativo,0.76540261
14094,Sun House,A,Móveis,30,46,36,24,34024.8700,27772.7700,ativo,0.81624911
15366,mox dotcell,A,Tecnologia,3,4,3,2,151.6700,96.7700,ativo,0.63802993
18597,Rei Shop,A,Cauda Longa,2,2,2,2,194.5800,194.5800,ativo,1.00000000
21414,PENSOU FILTROS,A,Linha Branca,10,18,17,9,1173.1500,1088.5800,ativo,0.92791203
31938,Lucta Shop,A,Linha Branca,14,14,8,8,6170.2000,3377.7000,ativo,0.54742148
32502,MHM Moveis Brasil,A,Móveis,25,37,23,14,9135.8200,4634.6100,ativo,0.50730093
33248,Dellicate Cosméticos e Perfumaria,A,Cauda Longa,175,197,105,98,42458.6600,21457.8700,ativo,0.50538265
33826,Casa Metais,A,Cauda Longa,40,56,45,31,8260.8900,6314.9900,ativo,0.76444427
35897,Hidrafilter,Setup,Setup,3,3,3,3,6477.5000,6477.5000,ativo,1.00000000
36272,BUG SHOP,Setup,Cauda Longa,36,57,38,22,7151.0500,2747.4200,ativo,0.38419812
36406,Consultoria de beleza e higiene,Setup,Cauda Longa,1,1,0,0,90.4700,0.0000,ativo,0E-8
36630,Loja da Zap,Setup,Cauda Longa,1,1,1,1,92.7100,92.7100,ativo,1.00000000
37782,THE BARN,Setup,Cauda Longa,2,5,5,2,178.0200,178.0200,ativo,1.00000000
38989,UNIVERSAT,Setup,Cauda Longa,1,6,6,1,289.9200,289.9200,ativo,1.00000000
39068,J P X COMERCIO OFFSHORE LTDA,Setup,Cauda Longa,26,29,19,16,3784.0800,2016.8000,ativo,0.53296970
41124,PLAY FILTROS,Setup,Cauda Longa,7,8,6,5,958.0000,611.9000,ativo,0.63872651
11023,ALBA eletrônicos,A,Tecnologia,94,117,72,54,33446.4600,12834.8800,ativo,0.38374405
14600,Noy Brinquedos,A,Cauda Longa,69,74,54,49,16125.4900,12171.9900,ativo,0.75482916
14841,CashPeg,A,Cauda Longa,4,6,2,2,408.5800,133.9600,ativo,0.32786725
15304,Freecycle,AA,Cauda Longa,4,4,2,2,9232.0000,4536.0000,ativo,0.49133449
21631,EVISYS,A,Tecnologia,14,15,12,11,17580.1000,14515.2000,ativo,0.82566083
24319,HOT MEGA Produtos Automotivos,A,Cauda Longa,72,148,95,45,61257.3400,38784.0400,ativo,0.63313294
30165,Moda Seleta,A,Cauda Longa,1,1,1,1,86.3000,86.3000,ativo,1.00000000
31055,CIAMOB,AA,Móveis,81,90,69,61,89371.1000,68501.3300,ativo,0.76648189
31410,Drake Outlet,Setup,Cauda Longa,1,1,1,1,100.4400,100.4400,ativo,1.00000000
31859,Sua Farmácia Ideal,A,Cauda Longa,2,2,2,2,380.4400,380.4400,ativo,1.00000000
32881,Solução & Cia,A,Cauda Longa,18,22,19,16,2538.5100,2369.3300,ativo,0.93335461
33311,Poderosa Style,A,Cauda Longa,18,22,12,8,3577.7000,1515.8000,ativo,0.42368002
34772,XPanda1,A,Móveis,3,3,2,2,582.8500,390.7700,ativo,0.67044694
34788,Loja Sheep,A,Móveis,199,214,156,144,127218.6200,95540.7100,ativo,0.75099628
34895,HOME CHIQUE CASA CRIATIVA,A,Cauda Longa,22,24,20,18,2959.2300,2651.8200,ativo,0.89611825
35304,HAIZ SHOP,Setup,Setup,7,7,5,5,1362.2800,1005.8800,ativo,0.73837978
35345,PAULRYAN,Setup,Setup,4,4,3,3,391.9000,295.6000,ativo,0.75427405
35592,JJ Musical,Setup,Setup,3,3,2,2,1042.2900,749.7800,ativo,0.71935834
35720,Bazar Na Web,A,Setup,6,8,7,5,507.4300,436.9600,ativo,0.86112370
35763,Gil Moveis,Setup,Setup,50,55,44,40,42732.3700,34633.0100,ativo,0.81046312
36117,Prosperity,Setup,Cauda Longa,4,4,4,4,2062.8500,2062.8500,ativo,1.00000000
36685,Fogonline,Setup,Cauda Longa,45,55,38,29,6065.9500,3384.1000,ativo,0.55788459
37133,REDE CARNEIRADA,Setup,Cauda Longa,15,15,6,6,1325.7000,563.9000,ativo,0.42536019
37256,MAGAZINE OP,Setup,Cauda Longa,226,240,162,148,181153.3300,115456.0900,ativo,0.63733904
42029,VIA ROMA,Setup,Cauda Longa,1,1,0,0,34.7000,0.0000,ativo,0E-8
12026,TRICOLINHAS,A,Cauda Longa,46,163,135,38,3286.4500,2702.9700,ativo,0.82245888
12358,DECKER ONLINE,AAA,Cauda Longa,49,51,24,23,5781.9500,2595.8800,ativo,0.44896272
15113,CentralAr.com,AAA,Linha Branca,2152,2461,1798,1579,4053375.0400,2896346.0500,ativo,0.71455171
16176,TOP RUN,A,Tecnologia,1,1,1,1,120.0000,120.0000,ativo,1.00000000
16552,Men's Market,A,Cauda Longa,10,10,9,9,1093.3800,988.9900,ativo,0.90452542
18099,MegaPresentes,A,Cauda Longa,3,3,1,1,609.7800,161.1900,ativo,0.26434124
18649,Gaudesivos,A,Cauda Longa,3,3,1,1,201.7700,65.9900,ativo,0.32705556
20423,Bruno Bazar,A,Cauda Longa,3,4,3,2,255.2000,174.4000,ativo,0.68338558
23041,RODA VIVA,AAA,Cauda Longa,86,107,79,63,62816.5100,46008.9500,ativo,0.73243404
28869,Migui Center,A,Cauda Longa,3,9,9,3,450.9900,450.9900,ativo,1.00000000
32739,BESTWAY ONLINE,AA,Cauda Longa,26,26,13,13,13653.8200,7124.1500,ativo,0.52176973
34085,LMG LASERS,A,Cauda Longa,1,1,0,0,767.1000,0.0000,ativo,0E-8
34368,NEW CONCEPT,A,Cauda Longa,1,1,1,1,122.2000,122.2000,ativo,1.00000000
35172,FONTAINE,AAA,Setup,5,5,1,1,7197.9200,1182.5900,ativo,0.16429607
35208,BAISMOVEISELETRODOM,AA,Setup,89,95,39,35,767298.6800,220296.2800,ativo,0.28710629
